pet_id,birth_day,age,gender,country,registration_date,housing_type,outdoor_space,family_type,hours_available,weekend_time,experience_level,training_ability,activity_level,noise_tolerance,budget_level,maintenance_tolerance,size_preference,grooming_tolerance,energy_preference,affection_preference,animal_type,breed
PET_016189,2014-05-10,12,Female,Saudi Arabia,2014-08-17,house,large_yard,family_with_children,high,high,expert,high,high,medium,medium,high,medium,high,high,balanced,dog,Australian Shepherd
PET_016019,2021-03-10,5,Male,Canada,2021-10-12,house,large_yard,family_with_children,high,high,expert,high,high,medium,medium,high,medium,high,high,balanced,dog,Australian Shepherd
PET_015947,2015-08-11,11,Male,Japan,2015-10-11,apartment,balcony,couple,high,high,expert,high,high,medium,medium,high,medium,high,high,balanced,dog,Australian Shepherd
PET_016595,2021-08-08,5,Male,Saudi Arabia,2021-12-11,house,large_yard,alone,high,high,expert,high,high,medium,medium,high,medium,high,high,balanced,dog,Australian Shepherd
PET_015727,2017-02-16,9,Female,Australia,2017-10-09,apartment,large_yard,family_with_children,high,high,expert,high,high,medium,medium,high,medium,high,high,very_affectionate,dog,Australian Shepherd
PET_016479,2013-03-04,13,Male,United States,2013-09-26,apartment,balcony,couple,high,high,expert,high,high,medium,medium,high,medium,high,high,balanced,dog,Australian Shepherd
PET_016581,2015-11-18,11,Female,Germany,2016-08-18,house,garden,alone,high,high,expert,high,high,medium,medium,high,medium,high,high,balanced,dog,Australian Shepherd
PET_016556,2024-08-10,2,Female,Japan,2025-03-04,farm,balcony,family_with_children,high,high,expert,high,high,medium,medium,high,medium,high,high,balanced,dog,Australian Shepherd
PET_016139,2014-04-06,12,Female,United Kingdom,2014-08-16,house,garden,family_with_children,high,high,expert,high,high,low,medium,high,medium,high,high,balanced,dog,Australian Shepherd
PET_016548,2015-02-09,11,Male,United Kingdom,2015-12-25,house,garden,alone,high,high,expert,high,high,medium,medium,high,medium,high,high,balanced,dog,Australian Shepherd
PET_015703,2018-05-11,8,Male,Japan,2018-11-06,house,garden,couple,high,high,expert,high,high,medium,medium,high,medium,high,high,balanced,dog,Australian Shepherd
PET_016092,2022-02-18,4,Female,United Kingdom,2022-03-28,house,balcony,family_with_children,high,high,expert,high,high,medium,medium,high,medium,high,high,balanced,dog,Australian Shepherd
PET_016471,2020-03-25,6,Female,Saudi Arabia,2020-08-02,house,garden,couple,high,high,beginner,high,high,medium,medium,high,medium,high,high,balanced,dog,Australian Shepherd
PET_015909,2014-05-06,12,Female,United Kingdom,2014-10-04,house,large_yard,family_with_children,high,high,expert,high,high,medium,medium,high,medium,high,high,balanced,dog,Australian Shepherd
PET_015764,2025-09-28,1,Female,United Kingdom,2026-04-12,house,none,couple,high,high,expert,high,high,medium,medium,high,medium,high,high,balanced,dog,Australian Shepherd
PET_015908,2015-10-26,11,Female,Japan,2016-04-24,house,balcony,family_with_children,high,low,expert,high,high,medium,medium,high,medium,high,high,balanced,dog,Australian Shepherd
PET_015721,2017-11-07,9,Male,Australia,2017-12-16,apartment,balcony,family_with_children,high,high,expert,high,high,medium,medium,high,medium,high,high,balanced,dog,Australian Shepherd
PET_016241,2024-01-12,2,Male,United States,2024-02-18,apartment,balcony,family_with_children,medium,high,expert,high,high,medium,medium,high,medium,high,high,independent,dog,Australian Shepherd
PET_016629,2023-07-23,3,Male,United States,2024-07-09,house,garden,couple,medium,high,expert,high,high,medium,medium,high,medium,high,high,balanced,dog,Australian Shepherd
PET_016708,2024-04-07,2,Male,Saudi Arabia,2025-01-07,apartment,none,couple,high,high,expert,high,high,medium,medium,high,medium,high,high,balanced,dog,Australian Shepherd
PET_016076,2022-11-21,4,Female,Germany,2023-06-17,farm,balcony,alone,high,high,expert,high,high,low,medium,high,medium,high,high,balanced,dog,Australian Shepherd
PET_016799,2013-08-19,13,Female,Australia,2013-11-07,apartment,balcony,family_with_children,high,high,expert,high,high,medium,medium,high,medium,high,high,balanced,dog,Australian Shepherd
PET_016652,2014-06-12,12,Female,Germany,2015-04-07,house,balcony,family_with_children,high,high,expert,high,high,medium,medium,high,medium,high,high,balanced,dog,Australian Shepherd
PET_016264,2021-01-21,5,Female,Australia,2021-10-25,house,balcony,family_with_children,high,high,expert,high,high,medium,medium,high,medium,high,high,balanced,dog,Australian Shepherd
PET_016516,2021-03-01,5,Female,United Kingdom,2021-06-25,house,large_yard,family_with_children,high,high,expert,high,high,medium,medium,high,medium,high,high,balanced,dog,Australian Shepherd
PET_016021,2019-11-08,7,Female,Germany,2020-03-29,house,garden,family_with_children,high,high,expert,high,high,medium,medium,high,medium,high,high,balanced,dog,Australian Shepherd
PET_016712,2019-05-18,7,Male,Japan,2019-07-22,house,garden,alone,high,high,expert,high,high,medium,medium,high,medium,high,high,balanced,dog,Australian Shepherd
PET_015848,2016-07-09,10,Male,United States,2017-02-13,house,large_yard,couple,high,high,expert,high,high,medium,medium,high,medium,high,high,balanced,dog,Australian Shepherd
PET_015884,2023-10-25,3,Male,Australia,2024-03-27,apartment,garden,couple,high,high,expert,high,high,medium,medium,high,medium,high,high,balanced,dog,Australian Shepherd
PET_016158,2023-07-24,3,Male,Japan,2024-02-17,house,garden,family_with_children,high,high,expert,high,high,medium,medium,high,medium,high,high,balanced,dog,Australian Shepherd
PET_015911,2012-08-19,14,Female,United Arab Emirates,2013-01-27,apartment,balcony,couple,high,high,expert,high,high,medium,medium,high,medium,high,high,balanced,dog,Australian Shepherd
PET_016296,2025-08-02,1,Female,United Arab Emirates,2026-05-15,farm,large_yard,couple,high,high,expert,high,high,medium,medium,high,medium,high,high,balanced,dog,Australian Shepherd
PET_016077,2023-10-10,3,Female,Canada,2024-08-06,house,garden,family_with_children,high,high,expert,high,high,medium,medium,medium,medium,high,high,balanced,dog,Australian Shepherd
PET_016800,2013-09-05,13,Female,Japan,2014-07-06,apartment,balcony,family_with_children,high,high,expert,high,high,medium,medium,high,medium,high,high,balanced,dog,Australian Shepherd
PET_015792,2022-05-12,4,Female,Japan,2022-09-07,house,garden,family_with_children,high,high,expert,high,high,medium,medium,high,medium,high,high,balanced,dog,Australian Shepherd
PET_016499,2020-07-27,6,Female,Japan,2020-09-26,apartment,garden,family_with_children,high,high,expert,high,high,medium,medium,high,medium,high,high,balanced,dog,Australian Shepherd
PET_015797,2022-06-07,4,Female,Australia,2023-03-24,house,balcony,alone,high,high,expert,high,high,medium,medium,high,medium,high,high,balanced,dog,Australian Shepherd
PET_016396,2025-12-02,1,Female,Australia,2026-01-07,house,none,family_with_children,high,high,expert,high,high,medium,medium,high,medium,high,high,balanced,dog,Australian Shepherd
PET_016448,2025-10-08,1,Female,Saudi Arabia,2025-11-09,house,garden,couple,high,high,expert,high,high,medium,medium,high,medium,high,high,balanced,dog,Australian Shepherd
PET_015639,2012-06-24,14,Female,Canada,2012-12-25,house,balcony,family_with_children,high,high,expert,high,medium,medium,medium,high,medium,high,high,balanced,dog,Australian Shepherd
PET_016014,2014-01-20,12,Male,Saudi Arabia,2014-03-30,house,balcony,family_with_children,high,high,expert,high,high,medium,medium,high,small,high,high,balanced,dog,Australian Shepherd
PET_016515,2024-12-07,2,Male,United Kingdom,2025-01-17,house,garden,family_with_children,high,high,expert,high,high,medium,medium,high,medium,high,high,balanced,dog,Australian Shepherd
PET_015693,2012-02-09,14,Male,Australia,2012-12-29,house,large_yard,family_with_children,high,high,expert,high,high,medium,medium,high,medium,low,high,balanced,dog,Australian Shepherd
PET_016524,2021-06-25,5,Female,United States,2021-12-07,farm,garden,family_with_children,high,high,expert,high,high,high,medium,high,medium,high,high,balanced,dog,Australian Shepherd
PET_016207,2017-08-03,9,Female,United Kingdom,2018-02-16,apartment,balcony,family_with_children,high,high,expert,high,high,medium,medium,high,small,high,high,balanced,dog,Australian Shepherd
PET_016557,2021-11-07,5,Female,United Arab Emirates,2022-02-12,apartment,large_yard,family_with_children,high,high,expert,high,high,medium,medium,high,medium,high,high,balanced,dog,Australian Shepherd
PET_016180,2014-04-12,12,Male,United States,2014-09-13,farm,none,family_with_children,medium,high,expert,high,high,medium,medium,high,medium,high,high,balanced,dog,Australian Shepherd
PET_016295,2013-12-17,13,Male,United Arab Emirates,2014-11-13,apartment,none,family_with_children,high,high,expert,high,high,medium,medium,high,medium,high,high,balanced,dog,Australian Shepherd
PET_015890,2024-02-14,2,Male,Canada,2024-11-06,apartment,garden,family_with_children,high,high,expert,high,high,medium,medium,high,medium,high,high,balanced,dog,Australian Shepherd
PET_015737,2018-01-29,8,Female,Canada,2018-10-09,farm,garden,alone,high,high,expert,high,high,medium,medium,high,medium,high,high,balanced,dog,Australian Shepherd
PET_016033,2018-05-19,8,Female,Saudi Arabia,2018-10-22,house,balcony,family_with_children,medium,high,expert,high,high,medium,medium,high,medium,high,high,balanced,dog,Australian Shepherd
PET_016048,2022-01-01,4,Male,Saudi Arabia,2022-07-14,apartment,garden,family_with_children,high,high,expert,high,high,medium,medium,high,medium,high,high,balanced,dog,Australian Shepherd
PET_015986,2024-03-03,2,Male,Japan,2024-06-16,house,large_yard,family_with_children,high,high,expert,high,high,medium,medium,high,medium,high,high,balanced,dog,Australian Shepherd
PET_016615,2013-04-11,13,Male,Japan,2013-08-18,house,none,alone,high,high,beginner,high,high,medium,medium,high,medium,high,high,balanced,dog,Australian Shepherd
PET_016045,2021-09-03,5,Female,Australia,2022-04-20,apartment,balcony,family_with_children,high,high,expert,high,high,medium,medium,high,medium,high,high,balanced,dog,Australian Shepherd
PET_016431,2012-07-21,14,Female,Australia,2013-03-29,house,garden,family_with_children,high,high,expert,high,high,medium,medium,high,medium,high,high,balanced,dog,Australian Shepherd
PET_015744,2012-05-25,14,Female,United Arab Emirates,2012-09-11,apartment,garden,couple,high,high,expert,high,high,medium,medium,high,medium,high,high,balanced,dog,Australian Shepherd
PET_016429,2021-08-24,5,Male,Australia,2021-10-11,apartment,garden,alone,high,high,expert,high,high,medium,medium,high,medium,high,high,balanced,dog,Australian Shepherd
PET_016478,2018-12-12,8,Male,Australia,2019-06-22,apartment,balcony,family_with_children,high,high,expert,high,high,medium,medium,high,medium,high,high,balanced,dog,Australian Shepherd
PET_016649,2017-02-17,9,Male,United States,2017-07-27,apartment,garden,couple,high,high,expert,high,high,medium,medium,high,medium,high,high,balanced,dog,Australian Shepherd
PET_015853,2013-10-21,13,Female,Saudi Arabia,2013-11-21,house,garden,family_with_children,high,high,expert,high,high,medium,medium,high,medium,high,high,balanced,dog,Australian Shepherd
PET_016387,2015-06-27,11,Male,Saudi Arabia,2015-08-25,house,large_yard,family_with_children,high,high,expert,high,high,medium,medium,high,large,high,high,balanced,dog,Australian Shepherd
PET_016305,2014-10-10,12,Female,Canada,2014-11-16,apartment,garden,family_with_children,high,high,expert,high,high,medium,medium,high,medium,high,high,balanced,dog,Australian Shepherd
PET_016568,2025-10-12,1,Male,Saudi Arabia,2026-04-13,apartment,balcony,family_with_children,high,high,expert,high,high,medium,medium,high,medium,high,high,balanced,dog,Australian Shepherd
PET_016417,2018-01-10,8,Male,Saudi Arabia,2018-12-19,house,garden,family_with_children,high,high,expert,high,high,medium,medium,high,small,high,high,balanced,dog,Australian Shepherd
PET_016069,2016-11-30,10,Male,United Arab Emirates,2017-04-24,house,none,couple,high,high,expert,high,high,medium,medium,high,medium,high,high,balanced,dog,Australian Shepherd
PET_016606,2016-03-31,10,Female,Germany,2016-12-08,house,garden,family_with_children,high,low,expert,high,high,medium,medium,high,medium,high,high,balanced,dog,Australian Shepherd
PET_016132,2023-01-19,3,Male,United Kingdom,2023-11-29,apartment,garden,couple,high,high,expert,high,high,medium,medium,high,medium,high,high,balanced,dog,Australian Shepherd
PET_015967,2024-12-20,2,Female,Germany,2025-02-11,house,balcony,family_with_children,high,low,expert,high,high,medium,medium,high,medium,high,high,balanced,dog,Australian Shepherd
PET_015858,2016-12-15,10,Male,Saudi Arabia,2017-09-19,house,garden,family_with_children,high,high,expert,high,high,medium,medium,high,medium,high,high,balanced,dog,Australian Shepherd
PET_015718,2012-06-23,14,Female,United States,2013-05-09,apartment,garden,couple,high,high,expert,high,high,medium,medium,high,medium,high,high,balanced,dog,Australian Shepherd
PET_015930,2016-02-12,10,Male,United Kingdom,2016-09-03,house,garden,couple,high,high,beginner,high,high,medium,medium,high,medium,high,high,balanced,dog,Australian Shepherd
PET_016140,2023-10-01,3,Male,Japan,2024-03-10,house,garden,family_with_children,high,high,expert,high,high,medium,medium,high,medium,high,high,balanced,dog,Australian Shepherd
PET_016624,2016-03-12,10,Male,United States,2016-04-28,house,garden,family_with_children,high,high,beginner,high,high,medium,medium,high,medium,high,high,balanced,dog,Australian Shepherd
PET_016509,2020-06-11,6,Female,United Kingdom,2020-11-29,apartment,garden,family_with_children,high,high,expert,high,high,medium,medium,high,medium,high,high,balanced,dog,Australian Shepherd
PET_016513,2025-11-21,1,Female,United States,2026-05-21,house,balcony,couple,high,high,expert,high,high,medium,medium,high,medium,high,high,balanced,dog,Australian Shepherd
PET_016331,2016-03-17,10,Female,Australia,2016-12-17,apartment,large_yard,couple,high,high,expert,high,high,medium,medium,high,medium,high,high,balanced,dog,Australian Shepherd
PET_016285,2019-07-28,7,Male,United Kingdom,2020-06-04,house,none,family_with_children,high,high,expert,high,high,medium,medium,high,medium,high,high,balanced,dog,Australian Shepherd
PET_015717,2012-09-18,14,Female,Saudi Arabia,2013-04-01,apartment,balcony,family_with_children,high,high,expert,high,high,medium,medium,high,medium,high,high,balanced,dog,Australian Shepherd
PET_016604,2019-02-17,7,Female,United States,2019-05-13,house,garden,family_with_children,high,high,expert,high,high,medium,medium,high,medium,high,high,balanced,dog,Australian Shepherd
PET_015949,2021-04-29,5,Male,Australia,2021-06-23,apartment,garden,couple,high,high,expert,high,high,medium,low,high,medium,high,high,balanced,dog,Australian Shepherd
PET_016052,2014-09-08,12,Female,United Arab Emirates,2015-04-30,apartment,balcony,family_with_children,high,high,expert,high,high,medium,medium,high,medium,high,low,balanced,dog,Australian Shepherd
PET_016034,2022-07-03,4,Male,Japan,2022-08-12,apartment,garden,couple,high,high,expert,high,high,medium,medium,high,medium,high,high,balanced,dog,Australian Shepherd
PET_016029,2021-02-04,5,Female,United Kingdom,2021-07-09,apartment,garden,family_with_children,high,high,beginner,high,high,medium,medium,high,medium,high,high,balanced,dog,Australian Shepherd
PET_016736,2014-02-06,12,Male,United Arab Emirates,2015-01-17,house,garden,couple,high,high,expert,high,high,medium,medium,high,medium,high,high,balanced,dog,Australian Shepherd
